grain_id,phi1,Phi,phi2,x,y,area,diameter,hkl,uvw,nearest_component,angle_to_nearest_component_deg,hkl_int,uvw_int
487,347.393,21.44,44.6,13703.37,55.196,4131.0,72.52,(-27-8-72),[47-2],Other/Random,25.04,"-27,-8,-72","4,7,-2"
488,350.945,31.826,44.14,15944.33,79.608,11210.0,119.49,(-45-8-72),[2745-20],Other/Random,33.3,"-45,-8,-72","27,45,-20"
489,334.047,18.173,67.71,16211.41,54.029,4698.0,77.34,(-2-1-7),[3035-14],Other/Random,18.46,"-2,-1,-7","30,35,-14"
490,139.15,49.159,212.46,16556.31,44.487,2736.0,59.02,(-7-6-8),[3-94],Other/Random,30.14,"-7,-6,-8","3,-9,4"
491,307.44,47.246,53.34,1876.15,47.406,1863.0,48.7,(181421),[-1229],Other/Random,28.69,"18,14,21","-12,2,9"
492,180.845,33.493,186.92,1915.03,31.702,603.0,27.71,(110),[001],Goss {110}<001>,13.78,"1,1,0","0,0,1"
493,175.395,10.12,164.02,3213.79,32.925,720.0,30.28,(-10-6),[3-80],Other/Random,22.91,"-1,0,-6","3,-8,0"
494,310.591,14.875,50.62,4213.71,54.593,3051.0,62.33,(001),[100],Cube {001}<100>,14.92,"0,0,1","1,0,0"
495,44.659,54.794,326.49,5882.88,28.68,450.0,23.94,(-1-1-1),[5-94],Other/Random,35.25,"-1,-1,-1","5,-9,4"
496,324.9,21.066,62.31,6461.21,41.528,1602.0,45.16,(-3-2-9),[48-3],Other/Random,27.51,"-3,-2,-9","4,8,-3"
497,344.801,20.106,23.36,7769.13,38.936,1683.0,46.29,(-3-1-9),[756-8],Other/Random,21.68,"-3,-1,-9","7,56,-8"
498,293.485,51.119,49.46,9042.12,46.371,2304.0,54.16,(-49-24-56),[-6-47],Other/Random,30.73,"-49,-24,-56","-6,-4,7"
499,176.614,24.417,196.35,11131.7,59.709,6768.0,92.83,(-40-9),[-8-405],Other/Random,24.66,"-4,0,-9","-8,-40,5"
500,195.028,42.719,144.09,11427.13,53.471,612.0,27.91,(32936),[-2-94],Other/Random,27.18,"32,9,36","-2,-9,4"
501,157.384,25.672,228.53,11860.29,21.857,63.0,8.96,(-20-9-45),[-24-5621],Other/Random,31.89,"-20,-9,-45","-24,-56,21"
502,34.032,44.248,315.22,12177.89,26.676,333.0,20.59,(362545),[07-4],Other/Random,31.08,"36,25,45","0,7,-4"
503,335.328,36.573,53.3,16422.98,64.184,11220.0,119.54,(-2-1-3),[25-3],Other/Random,38.77,"-2,-1,-3","2,5,-3"
504,163.251,44.587,224.85,793.77,72.089,7272.0,96.22,(-56-18-63),[-5-159],Other/Random,34.91,"-56,-18,-63","-5,-15,9"
505,158.659,44.833,226.0,1299.4,55.706,2880.0,60.56,(-64-27-72),[-5-2012],Other/Random,34.19,"-64,-27,-72","-5,-20,12"
506,166.926,13.179,173.15,1439.2,57.166,3258.0,64.41,(-20-9),[3-80],Other/Random,23.85,"-2,0,-9","3,-8,0"
507,150.674,27.817,224.16,1765.0,23.0,81.0,10.16,(-16-9-36),[-3-155],Other/Random,31.27,"-16,-9,-36","-3,-15,5"
508,306.498,57.621,35.97,1846.81,53.883,1611.0,45.29,(-28-27-36),[-16-1524],Other/Random,42.8,"-28,-27,-36","-16,-15,24"
509,149.321,40.785,221.71,5493.42,52.933,3213.0,63.96,(-27-16-36),[-2-189],Other/Random,28.34,"-27,-16,-36","-2,-18,9"
510,15.227,16.267,334.93,6069.98,54.58,3447.0,66.25,(18763),[424-3],Other/Random,19.0,"18,7,63","4,24,-3"
511,11.336,45.192,321.28,7270.77,32.318,198.0,15.88,(515),[26-3],Other/Random,31.71,"5,1,5","2,6,-3"
512,303.149,13.08,74.49,7402.46,43.895,684.0,29.51,(8540),[-9-32],Other/Random,21.93,"8,5,40","-9,-3,2"
513,164.414,35.116,212.3,7975.64,54.699,2394.0,55.21,(-10-3-15),[-3-155],Other/Random,24.63,"-10,-3,-15","-3,-15,5"
514,41.879,48.203,320.25,9242.17,34.962,1197.0,39.04,(10912),[-29-5],Other/Random,31.92,"10,9,12","-2,9,-5"
515,46.524,50.576,320.59,9469.59,50.087,2277.0,53.84,(-16-15-18),[-1559],Other/Random,35.14,"-16,-15,-18","-15,5,9"
516,34.859,57.314,310.8,11443.54,36.205,792.0,31.76,(-49-45-63),[5-60],Other/Random,39.66,"-49,-45,-63","5,-6,0"
517,1.52,22.871,24.67,11979.87,41.953,1152.0,38.3,(307),[-8183],Other/Random,29.53,"3,0,7","-8,18,3"
518,13.868,22.507,313.0,12265.47,52.597,4734.0,77.64,(18545),[915-5],Other/Random,25.41,"18,5,45","9,15,-5"
519,187.731,33.196,156.05,12790.8,50.565,2916.0,60.93,(619),[-2-92],Other/Random,21.96,"6,1,9","-2,-9,2"
520,205.471,35.586,120.88,12976.41,44.223,1737.0,47.03,(14621),[-5-96],Other/Random,37.3,"14,6,21","-5,-9,6"
521,30.365,38.24,326.06,13278.61,63.997,8829.0,106.03,(10615),[08-3],Other/Random,23.74,"10,6,15","0,8,-3"
522,134.969,41.488,235.76,13391.16,60.862,6894.0,93.69,(558),[30-2],Other/Random,30.57,"5,5,8","3,0,-2"
523,141.365,39.176,227.65,13511.66,50.279,2358.0,54.79,(-5-4-8),[0-95],Other/Random,31.97,"-5,-4,-8","0,-9,5"
524,359.187,41.848,6.21,13968.7,52.645,4365.0,74.55,(110),[001],Goss {110}<001>,6.47,"1,1,0","0,0,1"
525,15.579,40.077,316.58,15496.8,24.6,45.0,7.57,(361045),[38-4],Other/Random,33.89,"36,10,45","3,8,-4"
526,339.727,17.652,12.91,15657.34,32.375,648.0,28.72,(-18-7-63),[-963-7],Other/Random,19.11,"-18,-7,-63","-9,63,-7"
527,28.716,18.666,347.29,316.0,32.8,135.0,13.11,(12742),[-1863-7],Other/Random,24.54,"12,7,42","-18,63,-7"
528,185.252,21.712,187.07,668.32,51.245,1872.0,48.82,(205),[1-50],Other/Random,24.93,"2,0,5","1,-5,0"
529,156.089,19.573,187.65,1486.84,55.064,2664.0,58.24,(-7-3-21),[2-70],Other/Random,25.4,"-7,-3,-21","2,-7,0"
530,174.242,29.288,199.7,4375.17,37.516,837.0,32.65,(-5-1-9),[-6-305],Other/Random,22.0,"-5,-1,-9","-6,-30,5"
531,188.047,18.809,146.48,5917.77,28.923,351.0,21.14,(103),[-20-459],Other/Random,27.05,"1,0,3","-20,-45,9"
532,17.872,35.16,321.71,7863.54,61.983,4221.0,73.31,(629),[520-8],Other/Random,28.72,"6,2,9","5,20,-8"
533,20.83,32.178,311.48,8133.15,61.541,3609.0,67.79,(271045),[614-7],Other/Random,36.43,"27,10,45","6,14,-7"
534,220.354,44.614,135.19,8629.58,44.09,1098.0,37.39,(658),[7-6336],Other/Random,32.09,"6,5,8","7,-63,36"
535,159.861,49.037,215.05,9579.59,47.629,2331.0,54.48,(642772),[-9182],Other/Random,26.08,"64,27,72","-9,18,2"
536,47.093,51.245,312.45,9849.19,50.868,3069.0,62.51,(-56-54-63),[-631445],Other/Random,34.63,"-56,-54,-63","-63,14,45"
