grain_id,phi1,Phi,phi2,x,y,area,diameter,hkl,uvw,nearest_component,angle_to_nearest_component_deg,hkl_int,uvw_int
685,144.965,24.89,201.82,3440.6,53.3,270.0,18.54,(-3-2-8),[12-427],Other/Random,28.13,"-3,-2,-8","12,-42,7"
686,329.219,29.443,58.17,6288.63,83.913,3402.0,65.81,(-7-4-14),[818-9],Other/Random,34.21,"-7,-4,-14","8,18,-9"
687,37.576,34.461,300.12,6494.15,86.491,5148.0,80.96,(352763),[515-9],Other/Random,36.04,"35,27,63","5,15,-9"
688,163.861,29.353,216.61,6800.26,88.967,4338.0,74.32,(-10-3-18),[-6-217],Other/Random,29.8,"-10,-3,-18","-6,-21,7"
689,18.309,43.42,343.42,7685.25,62.177,1116.0,37.7,(110),[001],Goss {110}<001>,13.28,"1,1,0","0,0,1"
690,157.665,31.767,230.73,7910.06,120.139,13370.0,130.45,(-36-14-63),[-8-189],Other/Random,35.75,"-36,-14,-63","-8,-18,9"
691,60.013,29.083,286.47,8479.33,62.478,1449.0,42.95,(-7-4-14),[-45-925],Other/Random,24.96,"-7,-4,-14","-45,-9,25"
692,47.469,57.892,315.75,9083.58,61.694,765.0,31.21,(-56-54-63),[2756-72],Other/Random,39.54,"-56,-54,-63","27,56,-72"
693,14.544,45.165,324.37,10099.72,78.344,3843.0,69.95,(414),[29-4],Other/Random,27.31,"4,1,4","2,9,-4"
694,220.368,40.698,132.65,11672.19,55.364,198.0,15.88,(659),[0-95],Other/Random,32.29,"6,5,9","0,-9,5"
695,161.969,7.779,219.73,12503.42,74.395,2277.0,53.84,(-10-8),[-18-455],Other/Random,23.04,"-1,0,-8","-18,-45,5"
696,165.304,34.954,226.86,13590.67,63.533,405.0,22.71,(-4-1-6),[-1-21],Other/Random,37.17,"-4,-1,-6","-1,-2,1"
697,304.075,58.218,36.29,14239.37,54.545,198.0,15.88,(-9-8-12),[-5-57],Other/Random,43.28,"-9,-8,-12","-5,-5,7"
698,328.881,32.182,64.8,14990.35,77.038,3789.0,69.46,(-5-3-9),[3256-35],Other/Random,34.06,"-5,-3,-9","32,56,-35"
699,39.94,3.704,302.12,15515.28,55.552,261.0,18.23,(001),[39-1],Other/Random,18.32,"0,0,1","3,9,-1"
700,328.596,20.142,50.67,17100.95,57.632,171.0,14.76,(-5-3-15),[721-6],Other/Random,27.8,"-5,-3,-15","7,21,-6"
701,22.37,43.687,313.34,17129.0,85.384,4761.0,77.86,(642772),[1035-21],Other/Random,34.24,"64,27,72","10,35,-21"
702,195.661,37.259,125.31,490.83,65.306,972.0,35.18,(15420),[-15-2416],Other/Random,37.72,"15,4,20","-15,-24,16"
703,326.614,12.936,19.61,2458.26,68.242,855.0,32.99,(-8-5-40),[-936-4],Other/Random,18.88,"-8,-5,-40","-9,36,-4"
704,175.829,19.562,161.92,2825.94,71.084,855.0,32.99,(-30-8),[18-45-5],Other/Random,29.55,"-3,0,-8","18,-45,-5"
705,106.281,33.346,262.98,2919.45,71.023,774.0,31.39,(25840),[213-14],Other/Random,16.48,"25,8,40","21,3,-14"
706,349.253,18.546,344.14,3020.95,94.152,7335.0,96.64,(-3-1-9),[-9182],Other/Random,26.06,"-3,-1,-9","-9,18,2"
707,2.228,7.974,30.52,3749.28,74.354,2592.0,57.45,(001),[110],Rotated Cube {001}<110>,14.61,"0,0,1","1,1,0"
708,8.521,28.601,355.94,4363.17,81.297,2088.0,51.56,(519),[-190],Other/Random,17.37,"5,1,9","-1,9,0"
709,239.206,42.216,105.18,4977.57,66.724,1044.0,36.46,(-7-4-9),[408-35],Other/Random,22.51,"-7,-4,-9","40,8,-35"
710,352.878,27.389,47.18,5022.6,102.274,8568.0,104.45,(-9-2-18),[2736-16],Other/Random,27.82,"-9,-2,-18","27,36,-16"
711,9.529,24.583,320.94,7389.0,52.5,18.0,4.79,(419),[714-4],Other/Random,28.98,"4,1,9","7,14,-4"
712,20.054,39.726,334.88,7652.57,76.178,1926.0,49.52,(491863),[07-2],Other/Random,17.68,"49,18,63","0,7,-2"
713,62.016,52.561,314.62,9241.89,67.271,1062.0,36.77,(634072),[-4-35],Other/Random,34.03,"63,40,72","-4,-3,5"
714,69.693,48.037,306.54,9264.18,62.743,315.0,20.03,(838),[-5-36],Other/Random,26.98,"8,3,8","-5,-3,6"
715,33.406,50.806,325.99,10761.86,66.19,567.0,26.87,(-3-2-3),[3-61],Other/Random,27.61,"-3,-2,-3","3,-6,1"
716,163.0,41.379,203.79,13034.77,82.457,3114.0,62.97,(-10-3-12),[0-72],Other/Random,16.61,"-10,-3,-12","0,-7,2"
717,52.564,5.806,351.56,15339.83,88.46,3717.0,68.79,(001),[110],Rotated Cube {001}<110>,5.87,"0,0,1","1,1,0"
718,200.668,22.807,143.07,16671.22,105.134,7038.0,94.66,(14535),[-1-41],Other/Random,27.95,"14,5,35","-1,-4,1"
719,126.44,55.756,210.64,17212.93,67.205,1053.0,36.62,(-24-21-28),[45-7],Other/Random,42.14,"-24,-21,-28","4,5,-7"
720,22.754,43.365,314.64,3538.22,94.376,4473.0,75.47,(738),[728-16],Other/Random,32.93,"7,3,8","7,28,-16"
721,34.147,46.121,310.58,3624.05,92.154,3096.0,62.78,(647),[19-6],Other/Random,34.78,"6,4,7","1,9,-6"
722,119.046,15.518,250.92,4179.33,89.593,2322.0,54.37,(7428),[122-3],Other/Random,18.43,"7,4,28","12,2,-3"
723,12.596,40.061,353.67,4274.61,80.844,2772.0,59.41,(110),[001],Goss {110}<001>,10.27,"1,1,0","0,0,1"
724,215.196,49.491,137.81,4458.11,91.426,2007.0,50.55,(323),[5-4527],Other/Random,31.48,"3,2,3","5,-45,27"
725,51.463,47.5,320.54,5226.09,76.421,2052.0,51.11,(-18-14-21),[-351420],Other/Random,36.07,"-18,-14,-21","-35,14,20"
726,209.126,47.424,165.22,7093.5,87.564,2970.0,61.49,(959),[5-153],Other/Random,21.78,"9,5,9","5,-15,3"
727,220.204,41.927,125.95,7272.8,88.092,2943.0,61.21,(141221),[-1-96],Other/Random,33.81,"14,12,21","-1,-9,6"
728,153.39,22.401,219.6,8246.38,63.103,261.0,18.23,(-15-8-40),[-4-205],Other/Random,25.85,"-15,-8,-40","-4,-20,5"
729,201.237,34.862,121.17,9408.89,103.467,8649.0,104.94,(8312),[-15-2416],Other/Random,35.62,"8,3,12","-15,-24,16"
730,168.582,44.706,203.87,9786.14,93.66,3681.0,68.46,(-5-1-5),[-7-6318],Other/Random,17.69,"-5,-1,-5","-7,-63,18"
731,26.226,7.529,320.91,10680.78,60.774,279.0,18.85,(001),[100],Cube {001}<100>,14.9,"0,0,1","1,0,0"
732,145.214,55.252,227.94,10705.55,71.391,576.0,27.08,(353042),[-790],Other/Random,37.71,"35,30,42","-7,9,0"
733,192.366,10.242,193.26,11449.99,83.092,2259.0,53.63,(106),[1-20],Other/Random,21.89,"1,0,6","1,-2,0"
734,332.969,45.09,48.62,12075.35,61.846,234.0,17.26,(-8-4-9),[840-25],Other/Random,34.86,"-8,-4,-9","8,40,-25"
735,198.997,32.604,133.41,12652.53,71.565,1242.0,39.77,(315),[-27-6328],Other/Random,35.85,"3,1,5","-27,-63,28"
736,2.724,23.196,335.78,13665.1,108.363,8028.0,101.1,(307),[924-4],Other/Random,30.86,"3,0,7","9,24,-4"
737,28.806,20.03,307.64,14036.4,126.436,10780.0,117.17,(216),[1435-10],Other/Random,29.26,"2,1,6","14,35,-10"
738,186.589,41.856,168.54,14518.85,74.205,747.0,30.84,(110),[001],Goss {110}<001>,8.65,"1,1,0","0,0,1"
739,344.124,40.992,55.71,15504.06,98.92,4050.0,71.81,(-10-3-12),[58-6],Other/Random,41.3,"-10,-3,-12","5,8,-6"
740,192.273,47.722,143.9,2739.48,82.902,2385.0,55.11,(-8-2-9),[-241],Other/Random,29.1,"-8,-2,-9","-2,4,1"
741,32.438,41.146,313.59,5627.17,94.372,3051.0,62.33,(271636),[19-5],Other/Random,31.52,"27,16,36","1,9,-5"
742,208.401,44.303,127.62,7351.18,75.025,1098.0,37.39,(542863),[-3-128],Other/Random,37.5,"54,28,63","-3,-12,8"
743,45.476,57.03,322.66,7382.03,72.867,747.0,30.84,(-9-8-9),[2435-56],Other/Random,37.55,"-9,-8,-9","24,35,-56"
744,17.779,26.319,316.25,8035.63,83.456,2979.0,61.59,(28963),[921-7],Other/Random,32.38,"28,9,63","9,21,-7"
745,356.532,30.342,356.98,8425.74,71.618,918.0,34.19,(-40-7),[-190],Other/Random,15.89,"-4,0,-7","-1,9,0"
746,51.258,27.561,315.95,8718.94,82.578,2070.0,51.34,(-6-5-15),[-1535],Other/Random,28.47,"-6,-5,-15","-15,3,5"
747,212.598,29.713,165.51,11283.35,81.98,1818.0,48.11,(7414),[3-81],Other/Random,27.27,"7,4,14","3,-8,1"
748,148.22,44.321,221.78,11711.31,86.959,5328.0,82.36,(-5-3-6),[0-21],Other/Random,29.07,"-5,-3,-6","0,-2,1"
749,342.311,12.832,32.21,11881.19,77.892,1251.0,39.91,(-2-1-9),[28-1],Other/Random,19.36,"-2,-1,-9","2,8,-1"
750,143.032,17.374,217.98,12468.0,82.473,1503.0,43.75,(-5-4-20),[0-51],Other/Random,17.4,"-5,-4,-20","0,-5,1"
751,12.401,23.557,316.36,12564.04,77.592,2781.0,59.51,(27763),[59-3],Other/Random,27.23,"27,7,63","5,9,-3"
752,346.144,28.722,53.0,15453.79,105.227,4752.0,77.78,(-40-9-72),[1014-7],Other/Random,29.3,"-40,-9,-72","10,14,-7"
753,327.587,54.896,50.82,16160.34,74.678,1089.0,37.24,(201524),[5-60],Other/Random,39.49,"20,15,24","5,-6,0"
754,198.591,21.48,146.71,854.0,65.5,54.0,8.29,(318),[-10-459],Other/Random,25.98,"3,1,8","-10,-45,9"
755,197.123,31.959,141.55,1728.21,96.448,4338.0,74.32,(315),[-16-5621],Other/Random,29.95,"3,1,5","-16,-56,21"
756,162.523,36.424,175.61,1927.1,98.318,3960.0,71.01,(-45-14-63),[3-80],Other/Random,22.67,"-45,-14,-63","3,-8,0"
757,43.421,13.413,299.56,2553.32,76.404,1269.0,40.2,(116),[1863-14],Other/Random,21.64,"1,1,6","18,63,-14"
758,198.256,46.365,145.89,2721.09,70.941,306.0,19.74,(313),[-9-7232],Other/Random,24.97,"3,1,3","-9,-72,32"
759,338.331,25.903,355.87,3357.08,90.843,1665.0,46.04,(-8-3-18),[-120],Other/Random,31.51,"-8,-3,-18","-1,2,0"
760,326.407,41.56,46.39,3438.97,79.103,783.0,31.57,(-3-2-4),[19-5],Other/Random,31.52,"-3,-2,-4","1,9,-5"
761,44.101,48.025,312.6,3659.9,82.347,1062.0,36.77,(363545),[-321-14],Other/Random,34.46,"36,35,45","-3,21,-14"
762,333.595,22.231,29.68,4423.19,81.493,2025.0,50.78,(-9-4-24),[05-1],Other/Random,22.47,"-9,-4,-24","0,5,-1"
763,185.332,21.322,204.24,5577.07,71.581,387.0,22.2,(205),[10-18-3],Other/Random,26.27,"2,0,5","10,-18,-3"
764,310.114,11.639,34.32,5970.23,65.769,117.0,12.21,(4324),[-56167],Other/Random,19.41,"4,3,24","-56,16,7"
765,140.592,49.868,237.51,7314.13,71.0,648.0,28.72,(-32-27-36),[-7-6354],Other/Random,37.08,"-32,-27,-36","-7,-63,54"
766,151.054,45.56,225.73,7551.79,81.572,1746.0,47.15,(-16-9-18),[-5-4024],Other/Random,32.31,"-16,-9,-18","-5,-40,24"
767,29.781,43.409,350.29,8862.92,81.6,1935.0,49.64,(15818),[-2456-7],Other/Random,23.83,"15,8,18","-24,56,-7"
768,43.585,50.34,320.37,9208.94,68.419,279.0,18.85,(212024),[-27-4],Other/Random,33.59,"21,20,24","-2,7,-4"
769,196.858,21.616,161.72,9702.9,114.46,9855.0,112.02,(27872),[0-91],Other/Random,21.66,"27,8,72","0,-9,1"
770,60.826,50.878,315.34,9831.16,75.475,1251.0,39.91,(859),[-27-2036],Other/Random,33.79,"8,5,9","-27,-20,36"
771,132.868,45.227,233.96,10161.18,113.854,6678.0,92.21,(9812),[70-5],Other/Random,30.43,"9,8,12","7,0,-5"
772,225.862,54.403,127.65,11500.97,77.407,1593.0,45.04,(111),[367-42],Other/Random,35.42,"1,1,1","36,7,-42"
773,0.693,32.895,343.89,11536.68,75.176,612.0,27.91,(203),[418-3],Other/Random,19.7,"2,0,3","4,18,-3"
774,301.623,50.074,48.79,13889.5,74.8,810.0,32.11,(-8-5-8),[-15-820],Other/Random,30.64,"-8,-5,-8","-15,-8,20"
775,118.413,52.734,224.97,14265.23,92.609,3726.0,68.88,(-54-35-63),[3527-45],Other/Random,34.39,"-54,-35,-63","35,27,-45"
776,191.402,21.898,149.22,14323.13,84.712,2160.0,52.44,(18545),[-5-153],Other/Random,29.16,"18,5,45","-5,-15,3"
777,330.597,43.104,57.45,15681.22,88.162,2394.0,55.21,(-36-20-45),[412-9],Other/Random,41.29,"-36,-20,-45","4,12,-9"
778,160.707,43.203,217.25,688.39,102.264,4401.0,74.86,(-8-3-9),[-3-188],Other/Random,26.91,"-8,-3,-9","-3,-18,8"
779,225.217,31.379,123.66,1807.32,90.458,4131.0,72.52,(-3-3-7),[81-4],Other/Random,30.21,"-3,-3,-7","8,1,-4"
780,227.119,12.367,122.0,3483.88,73.059,306.0,19.74,(-7-6-42),[305-6],Other/Random,16.46,"-7,-6,-42","30,5,-6"
781,212.866,49.499,147.18,5544.09,105.047,4599.0,76.52,(858),[3-188],Other/Random,26.38,"8,5,8","3,-18,8"
782,109.135,49.673,232.66,7399.2,70.2,135.0,13.11,(-8-3-9),[4027-45],Other/Random,28.38,"-8,-3,-9","40,27,-45"
783,11.277,38.069,313.74,8644.29,66.429,63.0,8.96,(49963),[3563-36],Other/Random,39.09,"49,9,63","35,63,-36"
784,335.262,31.551,42.96,8899.25,93.89,2124.0,52.0,(-20-9-36),[520-8],Other/Random,30.72,"-20,-9,-36","5,20,-8"
785,50.993,46.435,308.55,9027.28,78.0,1269.0,40.2,(-5-4-6),[-42730],Other/Random,29.67,"-5,-4,-6","-42,7,30"
786,156.971,18.31,228.58,9495.86,102.029,4689.0,77.27,(-16-7-56),[-16-369],Other/Random,26.65,"-16,-7,-56","-16,-36,9"
787,193.299,38.512,186.98,12101.3,80.571,882.0,33.51,(14318),[3-9-1],Other/Random,20.15,"14,3,18","3,-9,-1"
788,320.573,1.413,9.15,12615.47,68.192,234.0,17.26,(001),[110],Rotated Cube {001}<110>,14.79,"0,0,1","1,1,0"
789,304.781,11.684,71.6,12716.96,91.393,4302.0,74.01,(3218),[-35-107],Other/Random,20.1,"3,2,18","-35,-10,7"
790,318.146,37.273,50.47,12767.02,76.071,630.0,28.32,(-8-7-14),[09-5],Other/Random,32.04,"-8,-7,-14","0,9,-5"
791,172.653,42.84,204.3,12980.58,87.447,2781.0,59.51,(-64-9-72),[-7-3510],Other/Random,19.79,"-64,-9,-72","-7,-35,10"
792,205.524,14.738,174.68,13205.56,80.779,855.0,32.99,(9436),[3-80],Other/Random,24.96,"9,4,36","3,-8,0"
793,111.008,8.105,219.56,13537.81,114.138,8208.0,102.23,(108),[63-36-7],Other/Random,17.54,"1,0,8","63,-36,-7"
794,193.166,18.371,179.72,14560.17,92.05,2529.0,56.75,(319),[2-90],Other/Random,22.41,"3,1,9","2,-9,0"
795,25.085,32.052,316.31,14632.67,130.729,11210.0,119.49,(16728),[520-8],Other/Random,31.06,"16,7,28","5,20,-8"
796,12.149,29.748,319.68,16575.04,91.188,3114.0,62.97,(40972),[3272-27],Other/Random,34.08,"40,9,72","32,72,-27"
797,176.753,13.734,219.15,17014.79,84.23,2466.0,56.03,(-10-4),[-25-357],Other/Random,16.46,"-1,0,-4","-25,-35,7"
798,120.178,39.917,206.09,17176.39,71.595,333.0,20.59,(537),[40-32-15],Other/Random,41.41,"5,3,7","40,-32,-15"
799,357.324,7.982,20.2,17190.79,71.526,171.0,14.76,(-10-7),[130],Other/Random,19.24,"-1,0,-7","1,3,0"
800,62.77,51.817,315.39,641.65,80.162,612.0,27.91,(16918),[-35-2745],Other/Random,34.37,"16,9,18","-35,-27,45"
801,232.501,52.5,120.99,1661.12,82.315,801.0,31.94,(979),[649-72],Other/Random,29.44,"9,7,9","64,9,-72"
802,24.825,26.855,309.94,2630.18,69.273,99.0,11.23,(429),[25-2],Other/Random,33.24,"4,2,9","2,5,-2"
803,332.343,9.915,23.54,2778.0,93.223,1692.0,46.41,(001),[100],Cube {001}<100>,10.73,"0,0,1","1,0,0"
804,6.063,19.304,325.98,2812.12,90.629,945.0,34.69,(103),[510-2],Other/Random,25.7,"1,0,3","5,10,-2"
805,173.546,39.935,207.06,2904.86,72.857,63.0,8.96,(-15-2-18),[-3-124],Other/Random,23.26,"-15,-2,-18","-3,-12,4"
806,166.53,41.978,214.09,4777.39,104.742,4815.0,78.3,(-35-8-40),[-14-6327],Other/Random,26.14,"-35,-8,-40","-14,-63,27"
807,298.527,51.016,46.39,5176.47,88.0,1782.0,47.63,(-8-5-9),[-7-59],Other/Random,32.59,"-8,-5,-9","-7,-5,9"
808,26.265,41.205,310.48,5764.84,86.819,2826.0,59.98,(562772),[1035-21],Other/Random,35.15,"56,27,72","10,35,-21"
809,49.733,51.513,309.93,6946.2,83.364,1062.0,36.77,(-5-4-5),[-927],Other/Random,32.81,"-5,-4,-5","-9,2,7"
810,159.36,41.023,224.59,7206.31,102.973,6579.0,91.52,(-28-10-35),[-18-6335],Other/Random,32.76,"-28,-10,-35","-18,-63,35"
811,100.924,26.244,237.28,9093.3,72.6,90.0,10.7,(9218),[9-4-4],Other/Random,30.76,"9,2,18","9,-4,-4"
812,141.339,44.609,225.97,10011.03,119.944,10650.0,116.43,(-56-45-72),[0-74],Other/Random,32.35,"-56,-45,-72","0,-7,4"
813,124.109,6.157,254.33,10647.37,121.711,10370.0,114.9,(119),[93-1],Other/Random,19.43,"1,1,9","9,3,-1"
814,327.908,38.486,53.48,12024.41,87.193,1260.0,40.05,(-14-9-21),[520-12],Other/Random,36.51,"-14,-9,-21","5,20,-12"
815,30.452,19.49,352.34,14216.65,104.673,2313.0,54.27,(12742),[-370],Other/Random,29.47,"12,7,42","-3,7,0"
816,318.59,44.484,59.88,14776.34,72.267,405.0,22.71,(-9-8-12),[318-14],Other/Random,34.1,"-9,-8,-12","3,18,-14"
817,26.506,47.247,318.86,15714.0,67.5,36.0,6.77,(212),[19-5],Other/Random,29.54,"2,1,2","1,9,-5"
818,338.187,38.123,48.16,15735.17,110.777,4833.0,78.44,(-5-2-7),[39-5],Other/Random,35.41,"-5,-2,-7","3,9,-5"
819,331.621,46.191,59.99,15772.33,100.824,918.0,34.19,(-16-9-18),[1435-30],Other/Random,44.56,"-16,-9,-18","14,35,-30"
820,347.054,14.677,8.3,1629.95,96.485,2448.0,55.83,(-9-4-36),[-190],Other/Random,15.39,"-9,-4,-36","-1,9,0"
821,159.136,15.829,178.33,2622.02,100.909,3168.0,63.51,(-9-4-36),[2-50],Other/Random,27.42,"-9,-4,-36","2,-5,0"
822,1.675,15.803,340.73,4539.27,97.984,1647.0,45.79,(207),[1863-7],Other/Random,23.61,"2,0,7","18,63,-7"
823,37.104,25.441,296.7,5592.56,94.447,1026.0,36.14,(211656),[49-4],Other/Random,31.54,"21,16,56","4,9,-4"
824,329.8,5.088,14.51,5973.43,89.571,1134.0,38.0,(-10-9),[-270],Other/Random,16.49,"-1,0,-9","-2,7,0"
825,325.614,24.329,63.37,6020.36,101.483,3501.0,66.77,(-3-2-8),[918-8],Other/Random,29.06,"-3,-2,-8","9,18,-8"
826,229.363,52.479,142.34,6094.78,94.258,2061.0,51.23,(-7-6-7),[45-20-27],Other/Random,37.45,"-7,-6,-7","45,-20,-27"
827,177.21,13.161,163.52,6346.4,98.647,3132.0,63.15,(-20-9),[3-9-1],Other/Random,23.3,"-2,0,-9","3,-9,-1"
828,312.195,5.767,80.69,8255.43,117.126,7947.0,100.59,(001),[110],Rotated Cube {001}<110>,13.41,"0,0,1","1,1,0"
829,0.196,14.902,4.67,8500.0,92.531,1440.0,42.82,(104),[-190],Other/Random,15.67,"1,0,4","-1,9,0"
830,329.343,20.533,53.63,8630.3,91.336,1071.0,36.93,(-5-3-15),[924-8],Other/Random,30.03,"-5,-3,-15","9,24,-8"
831,142.161,25.329,181.19,8672.9,95.845,2610.0,57.65,(-21-16-56),[3-40],Other/Random,26.65,"-21,-16,-56","3,-4,0"
832,327.424,41.315,53.14,12071.25,79.625,648.0,28.72,(-3-2-4),[1672-45],Other/Random,36.55,"-3,-2,-4","16,72,-45"
833,17.808,43.881,316.2,12896.35,130.753,8442.0,103.68,(561863),[27-4],Other/Random,33.4,"56,18,63","2,7,-4"
834,194.209,18.93,170.99,13986.13,88.714,1134.0,38.0,(319),[1-90],Other/Random,19.62,"3,1,9","1,-9,0"
835,330.663,23.094,20.22,15042.02,118.422,5850.0,86.3,(-15-8-40),[-735-5],Other/Random,24.81,"-15,-8,-40","-7,35,-5"
836,337.422,28.576,5.41,15143.29,128.215,15300.0,139.57,(-5-2-10),[-130],Other/Random,24.67,"-5,-2,-10","-1,3,0"
837,330.925,33.925,62.03,15540.24,83.019,468.0,24.41,(-9-5-15),[4072-45],Other/Random,35.94,"-9,-5,-15","40,72,-45"
838,24.086,39.626,318.11,16801.04,104.242,3987.0,71.25,(9412),[210-5],Other/Random,29.29,"9,4,12","2,10,-5"
839,44.103,47.432,316.63,254.75,98.017,3186.0,63.69,(282736),[-15-3],Other/Random,33.71,"28,27,36","-1,5,-3"
840,330.711,11.894,47.38,430.4,85.933,810.0,32.11,(-9-5-45),[26-1],Other/Random,21.62,"-9,-5,-45","2,6,-1"
841,265.861,11.749,97.92,484.27,102.826,3204.0,63.87,(001),[100],Cube {001}<100>,12.34,"0,0,1","1,0,0"
842,305.633,25.666,44.02,2352.07,83.133,405.0,22.71,(141035),[-1234],Other/Random,27.64,"14,10,35","-12,3,4"
843,220.414,45.967,118.25,3085.09,98.568,1062.0,36.77,(769),[-6-3025],Other/Random,35.61,"7,6,9","-6,-30,25"
844,43.435,16.228,311.62,3161.99,102.397,5445.0,83.26,(10945),[19-2],Other/Random,16.96,"10,9,45","1,9,-2"
845,34.399,15.813,342.8,3311.7,78.8,270.0,18.54,(4318),[-39-1],Other/Random,23.32,"4,3,18","-3,9,-1"
846,321.57,49.833,54.35,5257.0,73.0,27.0,5.86,(-32-27-36),[545-36],Other/Random,37.64,"-32,-27,-36","5,45,-36"
847,227.881,12.502,102.32,7705.08,84.538,351.0,21.14,(-7-6-42),[2816-7],Other/Random,19.66,"-7,-6,-42","28,16,-7"
848,226.206,54.781,145.58,8082.9,78.3,270.0,18.54,(111),[3628-63],Other/Random,36.31,"1,1,1","36,28,-63"
849,50.349,2.942,336.01,9112.81,94.737,1539.0,44.27,(00-1),[-210],Other/Random,18.87,"0,0,-1","-2,1,0"
850,140.615,41.415,230.44,9285.58,86.89,981.0,35.34,(-6-5-9),[0-53],Other/Random,34.12,"-6,-5,-9","0,-5,3"
851,120.259,41.974,239.87,9352.08,89.094,477.0,24.64,(749),[7-1-5],Other/Random,22.34,"7,4,9","7,-1,-5"
852,64.528,22.368,313.04,10763.68,112.884,5274.0,81.95,(-9-4-24),[-562116],Other/Random,28.37,"-9,-4,-24","-56,21,16"
853,148.151,50.014,226.07,11915.67,105.336,6750.0,92.71,(858),[-230],Other/Random,33.87,"8,5,8","-2,3,0"
854,336.02,4.744,39.96,12617.93,87.744,1089.0,37.24,(-10-9),[270],Other/Random,16.66,"-1,0,-9","2,7,0"
855,339.186,41.517,46.52,12934.96,77.192,234.0,17.26,(-5-2-6),[721-12],Other/Random,34.45,"-5,-2,-6","7,21,-12"
856,99.551,25.742,268.48,13087.41,90.818,1287.0,40.48,(9218),[142-7],Other/Random,20.97,"9,2,18","14,2,-7"
857,147.452,27.231,229.93,13169.54,89.289,1215.0,39.33,(-3-2-7),[-2-83],Other/Random,32.22,"-3,-2,-7","-2,-8,3"
858,19.697,48.607,324.94,16572.0,75.75,108.0,11.73,(-64-27-72),[9-18-2],Other/Random,26.03,"-64,-27,-72","9,-18,-2"
859,201.323,9.601,165.04,298.1,89.419,837.0,32.65,(001),[100],Cube {001}<100>,11.51,"0,0,1","1,0,0"
860,192.083,48.265,132.22,618.23,87.968,837.0,32.65,(-8-2-9),[-456328],Other/Random,40.51,"-8,-2,-9","-45,63,28"
861,333.287,27.165,14.74,2401.45,101.774,3231.0,64.14,(-4-2-9),[-28-1],Other/Random,24.52,"-4,-2,-9","-2,8,-1"
862,199.868,42.478,132.82,2500.97,107.296,4104.0,72.29,(18721),[-5-159],Other/Random,35.52,"18,7,21","-5,-15,9"
863,317.846,50.108,49.86,3411.41,106.386,2124.0,52.0,(-40-36-45),[-763-45],Other/Random,35.78,"-40,-36,-45","-7,63,-45"
864,39.798,36.84,310.61,3699.21,98.179,1512.0,43.88,(8714),[218-9],Other/Random,32.69,"8,7,14","2,18,-9"
865,122.043,48.906,217.04,5140.5,88.613,720.0,30.28,(535),[40-25-24],Other/Random,38.59,"5,3,5","40,-25,-24"
866,24.362,27.745,329.45,5270.61,83.87,621.0,28.12,(9418),[436-9],Other/Random,24.6,"9,4,18","4,36,-9"
867,156.556,29.921,210.09,5431.98,85.263,342.0,20.87,(-5-2-9),[-4-369],Other/Random,23.37,"-5,-2,-9","-4,-36,9"
868,199.233,19.528,197.98,7990.64,90.238,909.0,34.02,(319),[6-8-1],Other/Random,21.01,"3,1,9","6,-8,-1"
869,217.863,39.49,176.54,8337.93,134.441,6714.0,92.46,(436),[5-70],Other/Random,35.79,"4,3,6","5,-7,0"
870,345.483,19.366,23.35,8465.6,86.864,594.0,27.5,(-3-1-9),[856-7],Other/Random,21.27,"-3,-1,-9","8,56,-7"
871,212.663,35.905,165.55,8946.32,97.857,2196.0,52.88,(325),[9-244],Other/Random,25.19,"3,2,5","9,-24,4"
872,351.758,20.875,37.57,9054.12,122.037,6561.0,91.4,(-30-8),[24-1],Other/Random,26.05,"-3,0,-8","2,4,-1"
873,24.704,20.671,359.74,9217.05,102.227,2142.0,52.22,(216),[-490],Other/Random,29.07,"2,1,6","-4,9,0"
874,341.779,4.232,35.64,9560.27,104.076,2133.0,52.11,(-10-9),[130],Other/Random,17.92,"-1,0,-9","1,3,0"
875,154.486,17.745,216.53,10461.35,91.775,1080.0,37.08,(-2-1-7),[-5-306],Other/Random,20.86,"-2,-1,-7","-5,-30,6"
876,8.043,39.595,336.89,11659.06,84.176,153.0,13.96,(15218),[212-3],Other/Random,18.76,"15,2,18","2,12,-3"
877,331.73,41.687,43.78,12052.21,96.457,945.0,34.69,(-49-27-63),[18-4],Other/Random,30.12,"-49,-27,-63","1,8,-4"
878,298.588,33.77,93.27,13600.85,116.493,3726.0,68.88,(9515),[-40-2532],Other/Random,33.11,"9,5,15","-40,-25,32"
879,331.115,53.435,49.69,14790.0,78.0,27.0,5.86,(543563),[7-9-1],Other/Random,38.24,"54,35,63","7,-9,-1"
880,22.538,41.155,317.45,15589.65,124.13,8127.0,101.72,(12515),[418-9],Other/Random,30.34,"12,5,15","4,18,-9"
881,14.513,42.418,315.56,15621.13,90.025,1098.0,37.39,(829),[1435-20],Other/Random,35.42,"8,2,9","14,35,-20"
882,152.276,52.611,218.9,16174.25,110.888,4338.0,74.32,(12714),[-470],Other/Random,29.97,"12,7,14","-4,7,0"
883,167.324,16.415,221.86,17008.06,128.74,10710.0,116.77,(-18-7-63),[-5-92],Other/Random,22.76,"-18,-7,-63","-5,-9,2"
884,351.216,42.67,40.42,17242.18,117.286,3492.0,66.68,(-56-9-63),[2763-35],Other/Random,34.67,"-56,-9,-63","27,63,-35"
