grain_id,phi1,Phi,phi2,x,y,area,diameter,hkl,uvw,nearest_component,angle_to_nearest_component_deg,hkl_int,uvw_int,on_Lambda_fiber,Lambda_fiber_deviation_deg,on_Gamma_fiber,Gamma_fiber_deviation_deg,on_Eta_fiber,Eta_fiber_deviation_deg,on_Alpha_fiber,Alpha_fiber_deviation_deg
1459,206.958,14.927,120.01,14195.16,210.955,4608.0,76.6,(001),[-35-5616],Other/Random,19.11,"0,0,1","-35,-56,16",True,14.93,False,40.73,False,34.4,False,18.11
1460,325.653,43.145,53.17,14321.31,180.188,1584.0,44.91,(-1-11),[101],Other/Random,36.67,"-1,-1,1","1,0,1",False,43.15,True,14.07,False,34.47,True,14.07
1461,129.928,43.81,214.48,15727.23,187.744,2772.0,59.41,(111),[9-4-4],Other/Random,34.55,"1,1,1","9,-4,-4",False,43.81,True,11.58,False,32.61,False,29.22
1462,315.093,54.031,46.12,16767.04,170.468,711.0,30.09,(-1-11),[101],Other/Random,37.46,"-1,-1,1","1,0,1",False,54.03,True,0.71,False,37.83,True,13.84
1463,267.407,21.647,97.27,423.34,180.707,1413.0,42.42,(-20-5),[45-5-18],Other/Random,22.14,"-2,0,-5","45,-5,-18",False,21.65,False,40.62,False,22.06,False,23.92
1464,23.141,34.739,313.76,1095.55,169.091,297.0,19.45,(351656),[26-3],Other/Random,33.4,"35,16,56","2,6,-3",False,34.74,False,25.01,False,29.63,False,25.09
1465,169.344,36.184,215.24,2302.82,178.786,756.0,31.03,(-5-1-7),[-8-249],Other/Random,29.29,"-5,-1,-7","-8,-24,9",False,36.18,False,30.23,False,27.28,False,29.62
1466,180.408,42.674,221.79,2439.2,205.915,3906.0,70.52,(809),[10-15-9],Other/Random,42.15,"8,0,9","10,-15,-9",False,42.67,False,35.06,False,42.09,False,28.96
1467,0.213,39.859,351.29,5340.87,181.761,1656.0,45.92,(110),[001],Goss {110}<001>,9.98,"1,1,0","0,0,1",False,39.86,False,35.45,True,8.55,False,38.84
1468,202.217,24.077,137.02,6035.09,206.758,5013.0,79.89,(12530),[-7-216],Other/Random,31.69,"12,5,30","-7,-21,6",False,24.08,False,33.46,False,24.13,False,31.0
1469,216.994,24.307,155.53,7514.48,169.565,207.0,16.23,(211656),[3-122],Other/Random,27.3,"21,16,56","3,-12,2",False,24.31,False,30.8,False,17.42,False,31.93
1470,156.812,42.457,190.35,8633.77,180.039,1386.0,42.01,(-20-9-24),[16-567],Other/Random,17.42,"-20,-9,-24","16,-56,7",False,42.46,False,20.34,False,16.97,False,30.23
1471,3.345,30.095,345.42,8715.26,175.581,837.0,32.65,(407),[100],Other/Random,19.16,"4,0,7","1,0,0",False,30.1,False,36.35,True,11.8,False,36.3
1472,322.093,48.089,59.15,9280.81,210.234,5319.0,82.29,(-1-11),[101],Other/Random,37.8,"-1,-1,1","1,0,1",False,48.09,True,8.65,False,40.81,True,9.25
1473,347.617,15.54,40.09,9712.2,221.236,14950.0,137.96,(-18-7-63),[510-2],Other/Random,23.21,"-18,-7,-63","5,10,-2",False,15.54,False,42.23,False,28.32,False,20.78
1474,222.122,40.544,119.52,9916.51,194.364,3564.0,67.36,(-111),[101],Other/Random,32.91,"-1,1,1","1,0,1",False,40.54,True,14.35,False,36.0,True,13.59
1475,318.036,53.77,47.4,10369.68,197.391,1728.0,46.91,(-1-11),[101],Other/Random,37.78,"-1,-1,1","1,0,1",False,53.14,True,2.65,False,37.42,True,11.05
1476,56.355,55.4,326.04,14001.0,166.636,99.0,11.23,(1-11),[-35-4056],Other/Random,43.58,"1,-1,1","-35,-40,56",False,46.74,True,9.33,False,43.65,False,28.88
1477,277.45,3.215,127.51,14106.43,171.474,513.0,25.56,(001),[110],Rotated Cube {001}<110>,3.22,"0,0,1","1,1,0",True,3.22,False,52.21,False,45.05,True,2.55
1478,234.994,7.98,149.81,15052.53,194.072,5175.0,81.17,(001),[9-4-1],Other/Random,21.7,"0,0,1","9,-4,-1",True,7.98,False,46.89,False,25.34,False,20.34
1479,58.367,37.213,320.55,15602.25,183.805,1980.0,50.21,(-10-6-15),[-944],Other/Random,34.23,"-10,-6,-15","-9,4,4",False,37.21,False,19.91,False,33.3,False,29.74
1480,328.233,38.643,48.95,15689.29,170.447,342.0,20.87,(-14-9-21),[318-10],Other/Random,33.11,"-14,-9,-21","3,18,-10",False,38.64,False,18.69,False,29.72,False,18.72
1481,355.946,34.645,322.29,16244.82,184.188,1341.0,41.32,(-20-3),[-273616],Other/Random,34.79,"-2,0,-3","-27,36,16",False,34.65,False,34.35,False,41.1,False,21.98
1482,46.966,56.574,316.15,16901.5,188.78,2943.0,61.21,(1-11),[49-12],Other/Random,39.08,"1,-1,1","4,9,-12",False,52.41,True,2.45,False,39.55,False,17.43
1483,147.231,44.892,220.64,17080.33,196.578,2430.0,55.62,(111),[0-21],Other/Random,28.6,"1,1,1","0,-2,1",False,44.89,True,13.54,False,27.4,False,17.67
1484,183.674,32.586,211.67,1874.43,181.185,1458.0,43.09,(508),[9-15-5],Other/Random,33.95,"5,0,8","9,-15,-5",False,32.59,False,35.24,False,34.82,False,21.37
1485,167.193,41.917,208.71,2349.46,210.379,4347.0,74.4,(-35-8-40),[-1-62],Other/Random,21.5,"-35,-8,-40","-1,-6,2",False,41.92,False,26.97,False,20.86,False,27.41
1486,10.433,43.771,349.62,2609.62,205.259,5364.0,82.64,(110),[001],Goss {110}<001>,7.95,"1,1,0","0,0,1",False,43.77,False,28.11,True,7.72,False,37.92
1487,209.127,23.646,134.8,4680.46,180.796,882.0,33.51,(271672),[-7-288],Other/Random,28.53,"27,16,72","-7,-28,8",False,23.65,False,32.45,False,21.27,False,30.66
1488,356.203,37.512,357.07,5597.29,171.529,153.0,13.96,(110),[001],Goss {110}<001>,9.79,"1,1,0","0,0,1",False,37.51,False,33.69,True,6.38,False,38.91
1489,27.338,49.514,329.32,6238.95,171.75,180.0,15.14,(1-11),[27-637],Other/Random,23.66,"1,-1,1","27,-63,7",False,47.5,True,14.85,False,23.64,False,22.75
1490,198.722,28.278,130.98,6273.67,192.973,1971.0,50.1,(316),[-7-146],Other/Random,31.8,"3,1,6","-7,-14,6",False,28.28,False,31.21,False,33.44,False,27.57
1491,223.516,50.53,134.7,6315.85,187.685,1971.0,50.1,(-111),[101],Other/Random,35.62,"-1,1,1","1,0,1",False,50.53,True,4.37,False,34.79,True,14.38
1492,29.74,47.801,318.97,6349.39,177.0,234.0,17.26,(1-11),[09-5],Other/Random,29.54,"1,-1,1","0,9,-5",False,47.8,True,13.75,False,29.1,False,15.91
1493,166.613,47.405,223.84,6662.22,175.571,378.0,21.94,(414),[-583],Other/Random,35.91,"4,1,4","-5,8,3",False,44.26,False,25.49,False,35.88,False,21.02
1494,159.701,31.796,229.67,6841.75,195.234,2772.0,59.41,(-36-14-63),[-8-189],Other/Random,35.34,"-36,-14,-63","-8,-18,9",False,31.8,False,28.17,False,33.72,False,29.29
1495,175.623,18.778,208.05,7329.85,191.066,954.0,34.85,(-10-3),[-12-305],Other/Random,28.34,"-1,0,-3","-12,-30,5",False,18.78,False,41.75,False,23.94,False,24.14
1496,174.437,7.777,143.32,7981.34,185.346,990.0,35.5,(001),[110],Rotated Cube {001}<110>,8.25,"0,0,1","1,1,0",True,7.78,False,48.9,False,42.2,True,5.53
1497,90.515,32.13,301.29,8653.0,166.0,27.0,5.86,(508),[5640-35],Other/Random,34.15,"5,0,8","56,40,-35",False,32.13,False,36.99,False,44.03,False,28.33
1498,214.825,52.394,132.14,9794.35,181.125,576.0,27.08,(-111),[101],Other/Random,36.22,"-1,1,1","1,0,1",False,49.43,True,8.51,False,35.98,True,9.05
1499,219.066,46.108,131.11,10431.07,211.265,3843.0,69.95,(-111),[101],Other/Random,34.58,"-1,1,1","1,0,1",False,46.11,True,9.76,False,32.89,True,12.12
1500,213.626,36.796,127.07,10907.4,167.2,135.0,13.11,(251640),[-2-95],Other/Random,35.58,"25,16,40","-2,-9,5",False,36.8,False,19.65,False,31.16,False,19.43
1501,104.793,42.449,226.48,11187.6,185.286,1701.0,46.54,(829),[28-21-20],Other/Random,34.4,"8,2,9","28,-21,-20",False,42.45,False,25.54,False,46.12,False,30.2
1502,208.428,27.356,136.39,13057.14,181.095,666.0,29.12,(16936),[-3-155],Other/Random,31.22,"16,9,36","-3,-15,5",False,27.36,False,29.26,False,21.82,False,28.29
1503,106.247,46.051,225.98,13257.46,180.524,1341.0,41.32,(727),[9-7-7],Other/Random,34.55,"7,2,7","9,-7,-7",False,46.05,False,23.64,False,47.66,False,31.86
1504,196.332,34.756,180.68,13618.88,168.75,72.0,9.57,(10315),[2-70],Other/Random,19.71,"10,3,15","2,-7,0",False,34.76,False,28.02,False,16.9,False,28.11
1505,29.728,50.037,319.12,14140.15,199.218,3258.0,64.41,(1-11),[10-1],Other/Random,30.27,"1,-1,1","1,0,-1",False,48.27,True,12.96,False,30.11,True,14.9
1506,187.61,44.198,188.86,16459.01,214.489,9324.0,108.96,(818),[9-36-4],Other/Random,15.26,"8,1,8","9,-36,-4",False,44.2,False,29.98,False,15.26,False,31.56
1507,184.417,15.193,172.66,16510.48,176.474,513.0,25.56,(207),[100],Other/Random,15.47,"2,0,7","1,0,0",False,15.19,False,43.97,True,3.29,False,42.37
1508,223.426,47.989,138.61,16952.95,178.274,1017.0,35.98,(-111),[14-6336],Other/Random,33.0,"-1,1,1","14,-63,36",False,47.99,True,6.86,False,31.89,False,18.6
1509,335.377,46.732,33.83,1571.81,187.269,1404.0,42.28,(-9-4-9),[09-4],Other/Random,24.18,"-9,-4,-9","0,9,-4",False,46.73,False,17.63,False,23.92,False,21.08
1510,311.757,56.633,35.03,2407.5,185.308,936.0,34.52,(-1-11),[45-8],Other/Random,38.67,"-1,-1,1","4,5,-8",False,51.46,True,3.28,False,38.66,False,26.99
1511,353.109,20.328,17.47,2815.59,185.51,936.0,34.52,(-30-8),[100],Other/Random,22.89,"-3,0,-8","1,0,0",False,20.33,False,40.13,True,11.26,False,35.89
1512,133.289,53.197,218.55,2856.04,229.856,7407.0,97.11,(111),[40-16-25],Other/Random,36.36,"1,1,1","40,-16,-25",False,53.2,True,2.07,False,36.1,False,22.45
1513,301.99,51.691,52.55,2921.5,214.354,5526.0,83.88,(-1-11),[-5-26],Other/Random,29.23,"-1,-1,1","-5,-2,6",False,48.28,True,10.84,False,42.31,False,15.55
1514,31.242,48.42,316.76,3611.19,196.778,3402.0,65.81,(1-11),[10-1],Other/Random,31.29,"1,-1,1","1,0,-1",False,48.42,True,12.47,False,30.83,True,14.18
1515,219.121,36.284,140.93,4835.28,181.8,450.0,23.94,(362863),[5-4518],Other/Random,27.94,"36,28,63","5,-45,18",False,36.28,False,18.91,False,22.65,False,23.61
1516,163.552,43.42,183.02,5376.0,188.636,1260.0,40.05,(110),[001],Goss {110}<001>,14.52,"1,1,0","0,0,1",False,43.42,False,24.17,True,14.4,False,30.81
1517,194.276,33.556,159.31,5471.28,187.522,1224.0,39.48,(15424),[100],Other/Random,17.37,"15,4,24","1,0,0",False,33.56,False,29.65,True,11.7,False,33.85
1518,168.879,46.723,213.03,6247.41,186.39,693.0,29.7,(515),[-492],Other/Random,26.54,"5,1,5","-4,9,2",False,44.41,False,27.21,False,26.53,False,24.04
1519,205.982,52.121,137.15,6408.38,187.237,2160.0,52.44,(-12-7-14),[101],Other/Random,32.66,"-12,-7,-14","1,0,1",False,44.8,False,15.47,False,32.65,True,12.86
1520,136.596,36.645,239.55,7046.3,178.1,270.0,18.54,(-10-9-18),[-5-3018],Other/Random,31.49,"-10,-9,-18","-5,-30,18",False,36.64,False,18.13,False,32.49,False,16.21
1521,162.592,30.028,220.82,8244.06,207.496,3321.0,65.03,(-10-3-18),[-8-249],Other/Random,32.36,"-10,-3,-18","-8,-24,9",False,30.03,False,30.46,False,26.95,False,30.5
1522,7.679,28.005,341.31,8442.69,190.888,1773.0,47.51,(9218),[100],Other/Random,21.5,"9,2,18","1,0,0",False,28.0,False,35.45,True,12.43,False,36.94
1523,4.835,19.264,340.13,8953.0,170.0,27.0,5.86,(103),[936-4],Other/Random,24.39,"1,0,3","9,36,-4",False,19.26,False,41.33,False,15.39,False,31.59
1524,150.623,49.339,221.31,9777.52,175.696,207.0,16.23,(111),[10-1],Other/Random,30.28,"1,1,1","1,0,-1",False,48.62,True,13.42,False,30.05,True,14.95
1525,262.302,14.64,98.75,242.62,190.289,2619.0,57.75,(001),[100],Cube {001}<100>,14.68,"0,0,1","1,0,0",True,14.64,False,43.72,True,14.53,False,30.56
1526,196.737,14.166,142.09,1088.13,186.39,900.0,33.85,(001),[-9-244],Other/Random,25.43,"0,0,1","-9,-24,4",True,14.17,False,42.63,False,22.01,False,26.06
1527,179.242,31.365,160.4,1666.64,190.685,1170.0,38.6,(-30-5),[5-15-3],Other/Random,24.34,"-3,0,-5","5,-15,-3",False,31.36,False,37.11,False,20.25,False,28.99
1528,193.357,31.423,141.97,2244.56,209.194,6498.0,90.96,(21535),[-3-83],Other/Random,31.6,"21,5,35","-3,-8,3",False,31.42,False,31.23,False,27.4,False,30.59
1529,228.025,51.104,128.21,4138.96,222.539,5715.0,85.3,(-111),[101],Other/Random,32.79,"-1,1,1","1,0,1",False,51.1,True,4.36,False,38.7,True,10.16
1530,177.452,23.892,170.92,5695.41,206.469,7263.0,96.16,(-40-9),[100],Other/Random,23.91,"-4,0,-9","1,0,0",False,23.89,False,39.48,True,11.46,False,34.31
1531,150.435,52.482,224.57,5981.3,208.547,2304.0,54.16,(111),[10-1],Other/Random,33.89,"1,1,1","1,0,-1",False,46.38,True,12.61,False,33.85,True,11.23
1532,339.962,42.95,48.36,8897.44,189.281,1152.0,38.3,(-21-8-24),[824-15],Other/Random,36.58,"-21,-8,-24","8,24,-15",False,42.95,False,22.04,False,35.74,False,20.93
1533,173.533,45.857,207.98,12472.47,206.89,2934.0,61.12,(919),[-382],Other/Random,23.9,"9,1,9","-3,8,2",False,44.52,False,30.63,False,23.89,False,27.8
1534,288.174,10.887,64.1,12759.18,185.557,1584.0,44.91,(001),[100],Cube {001}<100>,13.34,"0,0,1","1,0,0",True,10.89,False,45.2,True,12.7,False,35.91
1535,190.046,32.972,157.88,13011.25,195.218,990.0,35.5,(45872),[100],Other/Random,19.65,"45,8,72","1,0,0",False,32.97,False,31.94,True,14.69,False,34.02
1536,303.737,53.175,40.44,14022.45,195.67,1935.0,49.64,(-1-11),[-45-3563],Other/Random,37.72,"-1,-1,1","-45,-35,63",False,48.27,True,9.23,False,41.75,False,26.54
1537,142.459,28.889,238.23,14262.45,185.65,1080.0,37.08,(-4-3-9),[-18-6328],Other/Random,35.4,"-4,-3,-9","-18,-63,28",False,28.89,False,26.28,False,29.42,False,24.99
1538,126.122,54.758,230.31,16843.93,183.63,900.0,33.85,(111),[187-21],Other/Random,32.99,"1,1,1","18,7,-21",False,48.72,True,7.25,False,42.68,False,15.37
1539,334.407,37.339,48.63,17052.07,198.815,828.0,32.47,(-2-1-3),[1863-35],Other/Random,34.38,"-2,-1,-3","18,63,-35",False,37.34,False,22.16,False,31.37,False,22.24
1540,210.868,22.21,134.67,1454.11,200.789,3195.0,63.78,(5315),[-14-6318],Other/Random,26.45,"5,3,15","-14,-63,18",False,22.21,False,33.51,False,19.74,False,31.17
1541,303.27,46.037,74.96,1793.4,190.234,1575.0,44.78,(-1-11),[101],Other/Random,25.09,"-1,-1,1","1,0,1",False,46.04,True,12.52,False,45.34,True,8.68
1542,197.126,45.945,141.03,1826.79,185.526,513.0,25.56,(727),[-4-189],Other/Random,29.51,"7,2,7","-4,-18,9",False,45.94,False,23.05,False,29.33,False,20.6
1543,137.8,51.428,225.52,2661.92,182.712,468.0,24.41,(111),[10-1],Other/Random,35.74,"1,1,1","1,0,-1",False,51.43,True,3.99,False,35.13,True,13.4
1544,324.124,48.569,52.15,3060.19,191.244,1143.0,38.15,(-1-11),[101],Other/Random,37.53,"-1,-1,1","1,0,1",False,48.57,True,9.44,False,36.54,True,9.35
1545,0.546,30.23,18.72,3314.06,181.5,288.0,19.15,(407),[-12427],Other/Random,24.15,"4,0,7","-12,42,7",False,30.23,False,37.6,False,19.19,False,29.51
1546,119.417,32.492,237.72,3329.75,187.426,549.0,26.44,(539),[8-1-4],Other/Random,23.74,"5,3,9","8,-1,-4",False,32.49,False,24.57,False,27.94,False,18.94
1547,134.974,56.151,229.11,3426.75,186.857,504.0,25.33,(111),[10-1],Other/Random,37.65,"1,1,1","1,0,-1",False,54.02,True,1.42,False,40.49,True,10.97
1548,104.9,15.164,261.62,3784.5,180.0,72.0,9.57,(9436),[637-18],Other/Random,16.5,"9,4,36","63,7,-18",False,15.16,False,42.1,False,16.21,False,30.46
1549,205.139,28.979,118.35,3807.66,196.591,1935.0,49.64,(9418),[-6-95],Other/Random,30.17,"9,4,18","-6,-9,5",False,28.98,False,28.7,False,40.81,False,27.7
1550,214.689,53.173,133.71,4038.89,201.009,2916.0,60.93,(-111),[101],Other/Random,35.57,"-1,1,1","1,0,1",False,48.84,True,8.48,False,35.44,True,9.85
1551,227.043,34.127,108.39,5194.64,206.696,3285.0,64.67,(-9-8-18),[249-16],Other/Random,32.7,"-9,-8,-18","24,9,-16",False,34.13,False,20.66,False,37.83,False,20.78
1552,328.094,50.15,37.41,6549.58,200.649,2844.0,60.18,(-1-11),[5-91],Other/Random,28.49,"-1,-1,1","5,-9,1",False,49.33,True,11.33,False,28.35,False,17.81
1553,190.072,25.822,212.85,7103.42,241.205,10890.0,117.75,(9218),[110],Other/Random,25.9,"9,2,18","1,1,0",False,25.82,False,35.78,False,42.12,True,14.46
1554,177.861,27.905,196.53,7500.91,198.6,2430.0,55.62,(-50-9),[100],Other/Random,22.6,"-5,0,-9","1,0,0",False,27.9,False,37.78,True,14.67,False,33.24
1555,159.275,23.911,226.64,7930.98,206.508,4392.0,74.78,(-18-7-42),[-9-217],Other/Random,30.51,"-18,-7,-42","-9,-21,7",False,23.91,False,33.95,False,28.67,False,27.36
1556,314.826,17.09,32.76,8408.33,189.184,441.0,23.7,(229),[-1232],Other/Random,21.1,"2,2,9","-12,3,2",False,17.09,False,37.65,False,16.33,False,32.59
1557,344.251,43.287,6.64,8960.88,194.191,1602.0,45.16,(110),[001],Goss {110}<001>,12.03,"1,1,0","0,0,1",False,43.29,False,24.67,True,11.8,False,34.36
1558,337.596,49.162,47.1,9618.54,215.809,4815.0,78.3,(401845),[101],Other/Random,35.83,"40,18,45","1,0,1",False,45.62,False,18.58,False,35.72,True,14.98
1559,224.374,50.026,128.54,10635.58,192.441,1836.0,48.35,(-111),[101],Other/Random,34.23,"-1,1,1","1,0,1",False,50.03,True,4.74,False,37.18,True,9.16
1560,178.169,31.336,163.13,11232.02,198.081,2322.0,54.37,(-30-5),[12-42-7],Other/Random,22.85,"-3,0,-5","12,-42,-7",False,31.34,False,36.6,False,18.46,False,29.83
1561,346.292,47.948,43.44,11875.03,209.175,4059.0,71.89,(32936),[15-24-8],Other/Random,35.47,"32,9,36","15,-24,-8",False,43.83,False,25.2,False,35.46,False,20.45
1562,29.134,49.327,309.7,13431.33,192.983,1071.0,36.93,(1-11),[10-1],Other/Random,37.06,"1,-1,1","1,0,-1",False,48.51,True,13.6,False,36.67,True,11.54
1563,79.843,5.054,264.59,15191.45,188.566,684.0,29.51,(001),[-63-187],Other/Random,16.36,"0,0,1","-63,-18,7",True,5.05,False,50.64,False,16.36,False,29.8
1564,300.25,31.336,77.68,15421.88,196.696,621.0,28.12,(7414),[-56-1635],Other/Random,25.69,"7,4,14","-56,-16,35",False,31.34,False,25.34,False,34.07,False,19.09
1565,223.21,48.769,131.29,15834.93,217.464,6327.0,89.75,(-111),[101],Other/Random,34.86,"-1,1,1","1,0,1",False,48.77,True,6.13,False,34.91,True,11.65
1566,128.635,58.168,222.77,16770.81,193.089,1017.0,35.98,(111),[-9-1418],Other/Random,39.45,"1,1,1","-9,-14,18",False,48.42,True,6.32,False,42.43,False,21.59
1567,328.315,46.379,52.17,1527.25,206.527,3312.0,64.94,(-1-11),[101],Other/Random,37.18,"-1,-1,1","1,0,1",False,46.38,True,13.22,False,36.09,True,12.65
1568,140.558,41.968,220.65,2952.36,185.16,225.0,16.93,(111),[1-84],Other/Random,29.31,"1,1,1","1,-8,4",False,41.97,True,13.42,False,26.67,False,19.96
1569,217.601,45.786,110.93,3117.17,219.762,4536.0,76.0,(-111),[-4-99],Other/Random,40.35,"-1,1,1","-4,-9,9",False,45.79,True,10.59,False,47.12,False,17.35
1570,144.789,50.423,233.71,3395.86,183.571,189.0,15.51,(111),[10-1],Other/Random,39.44,"1,1,1","1,0,-1",False,50.42,True,8.88,False,38.77,True,7.86
1571,328.012,33.502,39.54,3507.55,204.167,3402.0,65.81,(-5-3-9),[08-3],Other/Random,27.06,"-5,-3,-9","0,8,-3",False,33.5,False,22.99,False,20.72,False,24.52
1572,110.791,8.927,263.05,3761.63,200.44,1737.0,47.03,(001),[123-2],Other/Random,16.46,"0,0,1","12,3,-2",True,8.93,False,46.69,False,16.32,False,32.35
1573,196.452,19.06,145.38,5306.06,179.813,144.0,13.54,(319),[-10-357],Other/Random,26.27,"3,1,9","-10,-35,7",False,19.06,False,38.75,False,19.72,False,30.12
1574,304.179,25.158,82.75,7558.43,211.512,4464.0,75.39,(8520),[-2-11],Other/Random,30.89,"8,5,20","-2,-1,1",False,25.16,False,30.29,False,35.54,False,29.12
1575,38.825,54.875,317.25,7779.75,180.75,36.0,6.77,(1-11),[10-1],Other/Random,35.28,"1,-1,1","1,0,-1",False,50.42,True,5.05,False,35.22,True,14.01
1576,66.198,43.214,306.7,8014.86,194.924,1062.0,36.77,(-48-21-56),[-351425],Other/Random,25.55,"-48,-21,-56","-35,14,25",False,43.21,False,19.61,False,39.12,False,20.48
1577,182.723,34.928,157.0,8124.24,243.706,11780.0,122.47,(507),[-8-287],Other/Random,23.24,"5,0,7","-8,-28,7",False,34.93,False,34.99,False,20.82,False,31.1
1578,319.277,48.874,54.74,10339.82,206.818,1926.0,49.52,(-1-11),[101],Other/Random,35.66,"-1,-1,1","1,0,1",False,48.87,True,6.75,False,38.01,True,7.23
1579,45.291,54.293,322.92,10673.25,182.75,108.0,11.73,(1-11),[-523],Other/Random,35.87,"1,-1,1","-5,2,3",False,54.29,True,0.5,False,35.77,False,23.09
1580,243.612,32.072,143.25,11435.5,187.0,162.0,14.36,(-35-18-63),[5-3-2],Other/Random,36.73,"-35,-18,-63","5,-3,-2",False,32.07,False,25.83,False,35.88,False,22.9
1581,30.199,33.865,332.0,13472.11,213.904,2448.0,55.83,(12721),[-763-18],Other/Random,22.34,"12,7,21","-7,63,-18",False,33.86,False,23.18,False,16.42,False,30.32
1582,301.097,26.547,69.49,14634.23,203.9,4563.0,76.22,(12728),[-63-928],Other/Random,25.95,"12,7,28","-63,-9,28",False,26.55,False,29.46,False,26.05,False,21.37
1583,335.433,46.993,48.34,15654.33,210.329,4761.0,77.86,(-9-4-9),[29-6],Other/Random,35.71,"-9,-4,-9","2,9,-6",False,46.99,False,17.58,False,35.27,False,15.51
1584,7.132,42.962,325.08,16153.2,179.4,45.0,7.57,(819),[2772-32],Other/Random,30.25,"8,1,9","27,72,-32",False,42.96,False,30.48,False,30.05,False,27.38
1585,116.134,47.799,226.11,17227.5,204.75,3024.0,62.05,(212),[63-35-45],Other/Random,31.89,"2,1,2","63,-35,-45",False,47.8,False,16.22,False,42.27,False,25.74
1586,311.326,57.521,41.39,486.09,215.831,4311.0,74.09,(-1-11),[35-7],Other/Random,40.38,"-1,-1,1","3,5,-7",False,50.69,True,4.13,False,40.36,False,21.05
1587,157.216,45.868,217.33,3623.54,182.308,117.0,12.21,(-5-2-5),[-2-189],Other/Random,26.65,"-5,-2,-5","-2,-18,9",False,45.87,False,19.17,False,26.28,False,19.65
1588,354.499,42.006,2.98,5596.06,191.595,333.0,20.59,(110),[001],Goss {110}<001>,4.93,"1,1,0","0,0,1",False,42.01,False,31.72,True,3.84,False,41.75
1589,299.51,32.099,58.62,7014.08,213.531,4986.0,79.68,(351863),[-1829],Other/Random,23.55,"35,18,63","-18,2,9",False,32.1,False,24.88,False,27.64,False,18.7
1590,8.794,36.505,7.78,9465.9,205.0,2484.0,56.24,(45763),[-18637],Other/Random,17.71,"45,7,63","-18,63,7",False,36.51,False,31.13,False,15.74,False,30.26
1591,226.175,32.468,123.31,10794.25,199.0,216.0,16.58,(-4-4-9),[182-9],Other/Random,29.54,"-4,-4,-9","18,2,-9",False,32.47,False,22.28,False,27.26,False,18.95
1592,180.606,22.709,195.74,12295.5,185.167,162.0,14.36,(307),[18-63-7],Other/Random,27.53,"3,0,7","18,-63,-7",False,22.71,False,40.73,False,16.3,False,30.37
1593,158.693,10.921,228.21,13278.24,215.874,4059.0,71.89,(001),[-3-61],Other/Random,21.11,"0,0,1","-3,-6,1",True,10.92,False,44.88,False,27.52,False,20.25
1594,200.282,27.239,129.55,14091.36,226.049,4941.0,79.32,(316),[-7-146],Other/Random,30.95,"3,1,6","-7,-14,6",False,27.24,False,31.48,False,33.39,False,27.25
1595,57.881,9.457,324.58,14391.82,183.818,99.0,11.23,(001),[-63277],Other/Random,24.35,"0,0,1","-63,27,7",True,9.46,False,45.55,False,23.44,False,22.8
1596,35.693,34.663,301.92,14847.71,198.0,576.0,27.08,(251845),[27-4],Other/Random,36.98,"25,18,45","2,7,-4",False,34.66,False,21.07,False,33.2,False,21.09
1597,164.68,22.445,223.16,15536.43,196.76,2178.0,52.66,(-18-5-45),[-7-144],Other/Random,28.19,"-18,-5,-45","-7,-14,4",False,22.44,False,36.44,False,29.48,False,24.43
1598,45.533,43.353,310.04,16595.52,219.643,10040.0,113.09,(1-11),[10-1],Other/Random,31.47,"1,-1,1","1,0,-1",False,43.35,True,11.39,False,32.01,True,13.78
